Action,Sequence,Data
victorious,14,[0.5101408958435059 0.5877720713615417 -0.7929947376251221 ... 0.0 0.0 0.0]
victorious,14,[0.5089706778526306 0.5877644419670105 -0.7961365580558777 ... 0.0 0.0 0.0]
victorious,14,[0.5077841877937317 0.5876932144165039 -0.8163028955459595 ... 0.0 0.0 0.0]
victorious,14,[0.5076282620429993 0.5872085094451904 -0.8149524927139282 ... 0.0 0.0 0.0]
victorious,14,[0.5070796012878418 0.5871970057487488 -0.8186101913452148 ... 0.0 0.0 0.0]
victorious,15,[0.5056667327880859 0.5885398983955383 -0.808300793170929 ... 0.0 0.0 0.0]
victorious,15,[0.5064690113067627 0.5870909094810486 -0.8008002042770386 ... 0.0 0.0 0.0]
victorious,15,[0.5074372887611389 0.5841473340988159 -0.839821994304657 ... 0.0 0.0 0.0]
victorious,15,[0.5070043802261353 0.5844766497612 -0.8360511660575867 ... 0.0 0.0 0.0]
victorious,15,[0.5069224834442139 0.5851605534553528 -0.7980518937110901 ... 0.0 0.0 0.0]
victorious,15,[0.5070640444755554 0.5851579904556274 -0.8008230328559875 ... 0.0 0.0 0.0]
victorious,15,[0.5071512460708618 0.5855666399002075 -0.7957743406295776 ... 0.0 0.0 0.0]
victorious,15,[0.5070392489433289 0.5850029587745667 -0.7881332635879517 ... 0.0 0.0 0.0]
victorious,15,[0.5071229338645935 0.5849253535270691 -0.7972996234893799 ... 0.0 0.0 0.0]
victorious,15,[0.5070603489875793 0.5838330388069153 -0.8051261901855469 ... 0.0 0.0 0.0]
victorious,15,[0.5070344805717468 0.5833708643913269 -0.8419354557991028 ... 0.0 0.0 0.0]
victorious,15,[0.5070483684539795 0.5830152034759521 -0.8402420282363892 ... 0.0 0.0 0.0]
victorious,15,[0.5066970586776733 0.5860251188278198 -0.8179534673690796 ... 0.0 0.0 0.0]
victorious,15,[0.5070435404777527 0.5825888514518738 -0.8431752324104309 ... 0.0 0.0 0.0]
victorious,15,[0.5070152878761292 0.582562267780304 -0.8334933519363403 ... 0.0 0.0 0.0]
victorious,15,[0.5071927309036255 0.5824233889579773 -0.8323550224304199 ... 0.0 0.0 0.0]
victorious,15,[0.5075818300247192 0.5827778577804565 -0.8061849474906921 ... 0.0 0.0 0.0]
victorious,15,[0.507832407951355 0.5825913548469543 -0.807499885559082 ... 0.0 0.0 0.0]
victorious,15,[0.5078321695327759 0.5828794240951538 -0.8572419285774231 ... 0.0 0.0 0.0]
victorious,15,[0.5080206990242004 0.5824441313743591 -0.7594879269599915 ... 0.0 0.0 0.0]
victorious,15,[0.508025050163269 0.5824970006942749 -0.7866719961166382 ... 0.0 0.0 0.0]
victorious,15,[0.5081976652145386 0.5837286114692688 -0.8191688656806946 ... 0.0 0.0 0.0]
victorious,15,[0.5082541108131409 0.5843910574913025 -0.8185323476791382 ... 0.0 0.0 0.0]
victorious,15,[0.506806492805481 0.5854078531265259 -0.846392035484314 ... 0.0 0.0 0.0]
victorious,15,[0.5071227550506592 0.5831778049468994 -0.8398415446281433 ... 0.0 0.0 0.0]
victorious,15,[0.5071274042129517 0.582778811454773 -0.8362380266189575 ... 0.0 0.0 0.0]
victorious,15,[0.5071601271629333 0.5827769041061401 -0.7790291905403137 ... 0.0 0.0 0.0]
victorious,15,[0.5076104402542114 0.5825334787368774 -0.8109948039054871 ... 0.0 0.0 0.0]
victorious,15,[0.5076128244400024 0.5824652910232544 -0.8197923898696899 ... 0.0 0.0 0.0]
victorious,15,[0.5075438618659973 0.5835239291191101 -0.8315151929855347 ... 0.0 0.0 0.0]
victorious,16,[0.508253812789917 0.58619225025177 -0.8636102676391602 ... 0.0 0.0 0.0]
victorious,16,[0.5082641839981079 0.5863017439842224 -0.853007972240448 ... 0.0 0.0 0.0]
victorious,16,[0.5090247988700867 0.5864525437355042 -0.8336414098739624 ... 0.0 0.0 0.0]
victorious,16,[0.5090682506561279 0.5862818360328674 -0.9042776226997375 ... 0.0 0.0 0.0]
victorious,16,[0.5079095959663391 0.5868549942970276 -0.8621380925178528 ... 0.0 0.0 0.0]
victorious,16,[0.5075932741165161 0.58719402551651 -0.8230091333389282 ... 0.0 0.0 0.0]
victorious,16,[0.5066446661949158 0.5873710513114929 -0.9370139837265015 ... 0.0 0.0 0.0]
victorious,16,[0.5061386823654175 0.587375819683075 -0.9314500093460083 ... 0.0 0.0 0.0]
victorious,16,[0.5058788657188416 0.5874942541122437 -0.8336933255195618 ... 0.0 0.0 0.0]
victorious,16,[0.5056387186050415 0.5876516699790955 -0.7804325819015503 ... 0.0 0.0 0.0]
victorious,16,[0.5056298971176147 0.5876930356025696 -0.8520340919494629 ... 0.0 0.0 0.0]
victorious,16,[0.505510687828064 0.587662398815155 -0.851213812828064 ... 0.0 0.0 0.0]
victorious,16,[0.5088040828704834 0.5865499973297119 -0.8355382084846497 ... 0.0 0.0 0.0]
victorious,16,[0.5052626729011536 0.586941659450531 -0.8006899952888489 ... 0.0 0.0 0.0]
victorious,16,[0.5048311948776245 0.5871263146400452 -0.8098689317703247 ... 0.0 0.0 0.0]
victorious,16,[0.5046893954277039 0.5879754424095154 -0.7797237038612366 ... 0.0 0.0 0.0]
victorious,16,[0.5044452548027039 0.5881409049034119 -0.7414918541908264 ... 0.0 0.0 0.0]
victorious,16,[0.5044475793838501 0.5880361199378967 -0.759617030620575 ... 0.0 0.0 0.0]
victorious,16,[0.5044400095939636 0.5880347490310669 -0.7897236943244934 ... 0.0 0.0 0.0]
victorious,16,[0.5044215321540833 0.588270366191864 -0.8710289001464844 ... 0.0 0.0 0.0]
victorious,16,[0.5041972994804382 0.5887404680252075 -0.8588815927505493 ... 0.0 0.0 0.0]
victorious,16,[0.5038005113601685 0.5891442894935608 -0.8751043081283569 ... 0.0 0.0 0.0]
victorious,16,[0.5037449598312378 0.5892122387886047 -0.8255692720413208 ... 0.0 0.0 0.0]
victorious,16,[0.508927583694458 0.586348831653595 -0.8696443438529968 ... 0.0 0.0 0.0]
victorious,16,[0.5090268850326538 0.5863731503486633 -0.9001895785331726 ... 0.0 0.0 0.0]
victorious,16,[0.5089102983474731 0.5865429639816284 -0.8755975961685181 ... 0.0 0.0 0.0]
victorious,16,[0.5090852975845337 0.5865786075592041 -0.8789068460464478 ... 0.0 0.0 0.0]
victorious,16,[0.5087907910346985 0.5865707993507385 -0.8804365396499634 ... 0.0 0.0 0.0]
victorious,16,[0.5086593627929688 0.5863132476806641 -0.8456934094429016 ... 0.0 0.0 0.0]
victorious,16,[0.5086296796798706 0.5864567160606384 -0.8832185864448547 ... 0.0 0.0 0.0]
victorious,17,[0.5036922097206116 0.5889118909835815 -0.8430158495903015 ... 0.0 0.0 0.0]
victorious,17,[0.500137209892273 0.5893735289573669 -0.7537109851837158 ... 0.0 0.0 0.0]
victorious,17,[0.4956713318824768 0.583930253982544 -0.6805188655853271 ... 0.0 0.0 0.0]
victorious,17,[0.495150089263916 0.5826544165611267 -0.6009098291397095 ... 0.0 0.0 0.0]
victorious,17,"[0.49495038390159607 0.5823372006416321 -0.6077436208724976 ... 0.0 0.0
 0.0]"
victorious,17,[0.4947911202907562 0.581957995891571 -0.6648801565170288 ... 0.0 0.0 0.0]
victorious,17,[0.49441972374916077 0.5811348557472229 -0.616719126701355 ... 0.0 0.0 0.0]
victorious,17,[0.4940510392189026 0.580325722694397 -0.6566458940505981 ... 0.0 0.0 0.0]
victorious,17,"[0.49373680353164673 0.5803037881851196 -0.6566963195800781 ... 0.0 0.0
 0.0]"
victorious,17,[0.4934456944465637 0.5790901184082031 -0.6945306658744812 ... 0.0 0.0 0.0]
victorious,17,"[0.49333658814430237 0.5785652995109558 -0.6926661729812622 ... 0.0 0.0
 0.0]"
victorious,17,[0.4933340549468994 0.5785831809043884 -0.6906763315200806 ... 0.0 0.0 0.0]
victorious,17,[0.49716252088546753 0.5894913077354431 -0.715668797492981 ... 0.0 0.0 0.0]
victorious,17,[0.493325412273407 0.57878577709198 -0.6697463393211365 ... 0.0 0.0 0.0]
victorious,17,[0.4934108257293701 0.5784415006637573 -0.6577965021133423 ... 0.0 0.0 0.0]
victorious,17,[0.4935142993927002 0.5772640705108643 -0.680547833442688 ... 0.0 0.0 0.0]
victorious,17,[0.4935038983821869 0.5770339965820312 -0.696439266204834 ... 0.0 0.0 0.0]
victorious,17,[0.4935193955898285 0.5769917368888855 -0.693230390548706 ... 0.0 0.0 0.0]
victorious,17,"[0.49349817633628845 0.5769882202148438 -0.7638785243034363 ... 0.0 0.0
 0.0]"
victorious,17,[0.4935917258262634 0.5771110653877258 -0.7645570039749146 ... 0.0 0.0 0.0]
victorious,17,[0.4935902953147888 0.5770989656448364 -0.7205268144607544 ... 0.0 0.0 0.0]
victorious,17,[0.4935661852359772 0.5771188139915466 -0.7602850198745728 ... 0.0 0.0 0.0]
victorious,17,[0.4937992990016937 0.5770971179008484 -0.745063304901123 ... 0.0 0.0 0.0]
victorious,17,[0.4960165023803711 0.5897006392478943 -0.654728353023529 ... 0.0 0.0 0.0]
victorious,17,[0.4960658550262451 0.5895074605941772 -0.658345103263855 ... 0.0 0.0 0.0]
victorious,17,"[0.49607688188552856 0.5887860059738159 -0.6387161016464233 ... 0.0 0.0
 0.0]"
victorious,17,"[0.49618807435035706 0.5875263214111328 -0.6660019755363464 ... 0.0 0.0
 0.0]"
victorious,17,"[0.49620550870895386 0.5858929753303528 -0.6250044107437134 ... 0.0 0.0
 0.0]"
victorious,17,[0.4961928725242615 0.5859054327011108 -0.6287671327590942 ... 0.0 0.0 0.0]
victorious,17,[0.4959132671356201 0.5857134461402893 -0.6084215641021729 ... 0.0 0.0 0.0]
victorious,18,[0.4939802289009094 0.5773260593414307 -0.7440624833106995 ... 0.0 0.0 0.0]
victorious,18,"[0.49409493803977966 0.5773266553878784 -0.7394610643386841 ... 0.0 0.0
 0.0]"
victorious,18,[0.50017249584198 0.5747541785240173 -0.7912091016769409 ... 0.0 0.0 0.0]
victorious,18,[0.5003570318222046 0.5746557712554932 -0.7891218066215515 ... 0.0 0.0 0.0]
victorious,18,[0.500652015209198 0.574234127998352 -0.7683703303337097 ... 0.0 0.0 0.0]
victorious,18,[0.5006384253501892 0.5740354061126709 -0.7678878903388977 ... 0.0 0.0 0.0]
victorious,18,[0.5017552375793457 0.5720236301422119 -0.7925737500190735 ... 0.0 0.0 0.0]
victorious,18,[0.5021873712539673 0.5702115297317505 -0.7787938117980957 ... 0.0 0.0 0.0]
victorious,18,[0.5023233294487 0.5701731443405151 -0.8133427500724792 ... 0.0 0.0 0.0]
victorious,18,[0.5027369856834412 0.5697957277297974 -0.8098137974739075 ... 0.0 0.0 0.0]
victorious,18,[0.5028276443481445 0.5699406862258911 -0.8715417981147766 ... 0.0 0.0 0.0]
victorious,18,[0.5028403997421265 0.5699396133422852 -0.8208798170089722 ... 0.0 0.0 0.0]
victorious,18,[0.49421730637550354 0.5772426724433899 -0.797551691532135 ... 0.0 0.0 0.0]
victorious,18,[0.5028479099273682 0.5694923996925354 -0.7895458936691284 ... 0.0 0.0 0.0]
victorious,18,[0.5019886493682861 0.5705938935279846 -0.7525938749313354 ... 0.0 0.0 0.0]
victorious,18,[0.501796543598175 0.5706172585487366 -0.7228808999061584 ... 0.0 0.0 0.0]
victorious,18,[0.5015966892242432 0.5709282159805298 -0.7725945711135864 ... 0.0 0.0 0.0]
victorious,18,[0.5013321042060852 0.572115957736969 -0.8781543970108032 ... 0.0 0.0 0.0]
victorious,18,[0.5004066824913025 0.5734102725982666 -0.8234135508537292 ... 0.0 0.0 0.0]
victorious,18,[0.499569833278656 0.5740644931793213 -0.8183468580245972 ... 0.0 0.0 0.0]
victorious,18,[0.4993945062160492 0.573842465877533 -0.7301942110061646 ... 0.0 0.0 0.0]
victorious,18,[0.4994344711303711 0.5742692947387695 -0.7430768013000488 ... 0.0 0.0 0.0]
victorious,18,"[0.49966469407081604 0.5741934180259705 -0.8618586659431458 ... 0.0 0.0
 0.0]"
victorious,18,"[0.49523115158081055 0.5772424936294556 -0.8268996477127075 ... 0.0 0.0
 0.0]"
victorious,18,[0.4958287179470062 0.5772535800933838 -0.8123383522033691 ... 0.0 0.0 0.0]
victorious,18,"[0.49637454748153687 0.5771996378898621 -0.8201891779899597 ... 0.0 0.0
 0.0]"
victorious,18,[0.4974786639213562 0.5759679079055786 -0.8482262492179871 ... 0.0 0.0 0.0]
victorious,18,[0.4983975887298584 0.5753352642059326 -0.8250142931938171 ... 0.0 0.0 0.0]
victorious,18,[0.4984859526157379 0.5748684406280518 -0.8402081727981567 ... 0.0 0.0 0.0]
victorious,18,[0.4986758232116699 0.574854850769043 -0.8281033635139465 ... 0.0 0.0 0.0]
victorious,19,"[0.49973297119140625 0.5743701457977295 -0.8440595865249634 ... 0.0 0.0
 0.0]"
victorious,19,[0.4992429316043854 0.5779149532318115 -0.7960186004638672 ... 0.0 0.0 0.0]
victorious,19,"[0.49795812368392944 0.5870285034179688 -0.7732385993003845 ... 0.0 0.0
 0.0]"
victorious,19,[0.4987836480140686 0.5869922041893005 -0.7758141756057739 ... 0.0 0.0 0.0]
victorious,19,[0.4985780715942383 0.5869948863983154 -0.7413472533226013 ... 0.0 0.0 0.0]
victorious,19,"[0.49878373742103577 0.5870363116264343 -0.7373132705688477 ... 0.0 0.0
 0.0]"
victorious,19,[0.4987677037715912 0.5880822539329529 -0.7487086653709412 ... 0.0 0.0 0.0]
victorious,19,[0.4983488917350769 0.5881134867668152 -0.687588095664978 ... 0.0 0.0 0.0]
victorious,19,[0.498370498418808 0.5876711010932922 -0.694571316242218 ... 0.0 0.0 0.0]
victorious,19,[0.49806493520736694 0.5881861448287964 -0.706002950668335 ... 0.0 0.0 0.0]
victorious,19,[0.49805527925491333 0.5881040692329407 -0.706037163734436 ... 0.0 0.0 0.0]
victorious,19,"[0.49793463945388794 0.5866658687591553 -0.7705246210098267 ... 0.0 0.0
 0.0]"
victorious,19,[0.49860334396362305 0.581382155418396 -0.7270125150680542 ... 0.0 0.0 0.0]
victorious,19,"[0.49742403626441956 0.5861945748329163 -0.8658729791641235 ... 0.0 0.0
 0.0]"
victorious,19,"[0.49631839990615845 0.5855087637901306 -0.8411481976509094 ... 0.0 0.0
 0.0]"
victorious,19,[0.4959861636161804 0.5853121280670166 -0.8388360738754272 ... 0.0 0.0 0.0]
victorious,19,[0.4959098696708679 0.5846737623214722 -0.8312807083129883 ... 0.0 0.0 0.0]
victorious,19,[0.4958961606025696 0.5834924578666687 -0.8202162981033325 ... 0.0 0.0 0.0]
victorious,19,"[0.49595364928245544 0.5831373929977417 -0.8814529180526733 ... 0.0 0.0
 0.0]"
victorious,19,"[0.49593883752822876 0.5826767683029175 -0.8579021692276001 ... 0.0 0.0
 0.0]"
victorious,19,"[0.49598923325538635 0.5829972624778748 -0.8459453582763672 ... 0.0 0.0
 0.0]"
victorious,19,[0.4959886074066162 0.582697331905365 -0.841539204120636 ... 0.0 0.0 0.0]
victorious,19,[0.49604663252830505 0.5814349055290222 -0.837289035320282 ... 0.0 0.0 0.0]
victorious,19,[0.4978083670139313 0.5842686891555786 -0.7147601842880249 ... 0.0 0.0 0.0]
victorious,19,"[0.49774497747421265 0.5857678651809692 -0.7156924605369568 ... 0.0 0.0
 0.0]"
victorious,19,[0.4977495074272156 0.5863759517669678 -0.7187241315841675 ... 0.0 0.0 0.0]
victorious,19,[0.49770388007164 0.5866032838821411 -0.7359472513198853 ... 0.0 0.0 0.0]
victorious,19,[0.4978815019130707 0.5867936015129089 -0.737634539604187 ... 0.0 0.0 0.0]
victorious,19,[0.49788522720336914 0.586796224117279 -0.7594185471534729 ... 0.0 0.0 0.0]
victorious,19,"[0.49794259667396545 0.5868157148361206 -0.7601264715194702 ... 0.0 0.0
 0.0]"
victorious,2,[0.5169356465339661 0.5683292150497437 -0.6843187212944031 ... 0.0 0.0 0.0]
victorious,2,[0.5170124769210815 0.5659610033035278 -0.6153093576431274 ... 0.0 0.0 0.0]
victorious,2,[0.521773099899292 0.5617748498916626 -0.5397710800170898 ... 0.0 0.0 0.0]
victorious,2,[0.521695613861084 0.5617602467536926 -0.5423393249511719 ... 0.0 0.0 0.0]
victorious,2,[0.5194761157035828 0.5617777705192566 -0.5604292750358582 ... 0.0 0.0 0.0]
victorious,2,[0.518693208694458 0.5624169111251831 -0.622641384601593 ... 0.0 0.0 0.0]
victorious,2,[0.5186785459518433 0.5624397397041321 -0.6199902892112732 ... 0.0 0.0 0.0]
victorious,2,[0.5185806751251221 0.5624471306800842 -0.6045972108840942 ... 0.0 0.0 0.0]
victorious,2,[0.5171554684638977 0.5626441836357117 -0.596847414970398 ... 0.0 0.0 0.0]
victorious,2,[0.5162390470504761 0.5631141662597656 -0.5674052238464355 ... 0.0 0.0 0.0]
victorious,2,[0.5154268145561218 0.5633503198623657 -0.6036465764045715 ... 0.0 0.0 0.0]
victorious,2,[0.5151625871658325 0.563650369644165 -0.6106785535812378 ... 0.0 0.0 0.0]
victorious,2,[0.5172228217124939 0.5638796091079712 -0.6091341376304626 ... 0.0 0.0 0.0]
victorious,2,[0.5151259899139404 0.5636711716651917 -0.6278027892112732 ... 0.0 0.0 0.0]
victorious,2,[0.5149706602096558 0.5639021396636963 -0.6261701583862305 ... 0.0 0.0 0.0]
victorious,2,[0.5147739052772522 0.5639428496360779 -0.5587331652641296 ... 0.0 0.0 0.0]
victorious,2,[0.5147351026535034 0.5642852783203125 -0.553400993347168 ... 0.0 0.0 0.0]
victorious,2,[0.5155050158500671 0.5640666484832764 -0.5612411499023438 ... 0.0 0.0 0.0]
victorious,2,[0.5194545984268188 0.5635541677474976 -0.6606150269508362 ... 0.0 0.0 0.0]
victorious,2,[0.523869514465332 0.5633882880210876 -0.6985290050506592 ... 0.0 0.0 0.0]
victorious,2,[0.5245892405509949 0.5601176619529724 -0.710035502910614 ... 0.0 0.0 0.0]
victorious,2,[0.5257254838943481 0.5600278377532959 -0.7276967763900757 ... 0.0 0.0 0.0]
victorious,2,[0.5257357358932495 0.5593664050102234 -0.780339777469635 ... 0.0 0.0 0.0]
victorious,2,[0.5175055265426636 0.5618833899497986 -0.6143922805786133 ... 0.0 0.0 0.0]
victorious,2,[0.5177395939826965 0.5614692568778992 -0.5748939514160156 ... 0.0 0.0 0.0]
victorious,2,[0.5177390575408936 0.5609216690063477 -0.5726619958877563 ... 0.0 0.0 0.0]
victorious,2,[0.5180679559707642 0.5607832670211792 -0.5673901438713074 ... 0.0 0.0 0.0]
victorious,2,[0.5200572609901428 0.5612821578979492 -0.5355048179626465 ... 0.0 0.0 0.0]
victorious,2,[0.520608127117157 0.5618706345558167 -0.5434094071388245 ... 0.0 0.0 0.0]
victorious,2,[0.5207589268684387 0.561764657497406 -0.530051589012146 ... 0.0 0.0 0.0]
victorious,20,[0.496455579996109 0.5814371705055237 -0.8388482332229614 ... 0.0 0.0 0.0]
victorious,20,"[0.49643540382385254 0.5816890597343445 -0.8305517435073853 ... 0.0 0.0
 0.0]"
victorious,20,[0.4956904947757721 0.5816572904586792 -0.7679848670959473 ... 0.0 0.0 0.0]
victorious,20,"[0.49551206827163696 0.5814889073371887 -0.8769031763076782 ... 0.0 0.0
 0.0]"
victorious,20,"[0.49546605348587036 0.5809183120727539 -0.8608034253120422 ... 0.0 0.0
 0.0]"
victorious,20,[0.4948061406612396 0.5796911120414734 -0.8706518411636353 ... 0.0 0.0 0.0]
victorious,20,[0.4943479597568512 0.5793742537498474 -0.8655683398246765 ... 0.0 0.0 0.0]
victorious,20,[0.4938051700592041 0.5793149471282959 -0.8767964243888855 ... 0.0 0.0 0.0]
victorious,20,"[0.49330610036849976 0.5782262086868286 -0.8674303293228149 ... 0.0 0.0
 0.0]"
victorious,20,[0.4925629496574402 0.5785263776779175 -0.8216315507888794 ... 0.0 0.0 0.0]
victorious,20,"[0.49195194244384766 0.5785220861434937 -0.8247548341751099 ... 0.0 0.0
 0.0]"
victorious,20,[0.4919465184211731 0.578554093837738 -0.8465746641159058 ... 0.0 0.0 0.0]
victorious,20,"[0.49632254242897034 0.5816601514816284 -0.8151717185974121 ... 0.0 0.0
 0.0]"
victorious,20,"[0.49171942472457886 0.5791968107223511 -0.8619568943977356 ... 0.0 0.0
 0.0]"
victorious,20,"[0.49171343445777893 0.5785303115844727 -0.8473202586174011 ... 0.0 0.0
 0.0]"
victorious,20,"[0.49175921082496643 0.5790446996688843 -0.8708204030990601 ... 0.0 0.0
 0.0]"
victorious,20,[0.4920559823513031 0.579422116279602 -0.8852580189704895 ... 0.0 0.0 0.0]
victorious,20,[0.4920981824398041 0.580051064491272 -0.852202296257019 ... 0.0 0.0 0.0]
victorious,20,[0.49216923117637634 0.5798913836479187 -0.917641818523407 ... 0.0 0.0 0.0]
victorious,20,[0.49209102988243103 0.5803918838500977 -0.788517415523529 ... 0.0 0.0 0.0]
victorious,20,[0.4924108386039734 0.5804250240325928 -0.799489438533783 ... 0.0 0.0 0.0]
victorious,20,"[0.49242162704467773 0.5804663300514221 -0.7806851267814636 ... 0.0 0.0
 0.0]"
victorious,20,"[0.49334555864334106 0.5804623961448669 -0.8061407208442688 ... 0.0 0.0
 0.0]"
victorious,20,"[0.49621444940567017 0.5822116732597351 -0.8186029195785522 ... 0.0 0.0
 0.0]"
victorious,20,[0.496002197265625 0.5822837352752686 -0.7948400974273682 ... 0.0 0.0 0.0]
victorious,20,[0.4959978461265564 0.5825622081756592 -0.794771134853363 ... 0.0 0.0 0.0]
victorious,20,[0.4958879351615906 0.5826897025108337 -0.7631359100341797 ... 0.0 0.0 0.0]
victorious,20,[0.4958822727203369 0.5829570293426514 -0.8600473403930664 ... 0.0 0.0 0.0]
victorious,20,"[0.49601641297340393 0.5829184055328369 -0.8486446142196655 ... 0.0 0.0
 0.0]"
victorious,20,"[0.49572205543518066 0.5817978978157043 -0.8456036448478699 ... 0.0 0.0
 0.0]"
victorious,21,"[0.49339228868484497 0.5811004042625427 -0.8643056154251099 ... 0.0 0.0
 0.0]"
victorious,21,"[0.49330562353134155 0.5809957981109619 -0.8253582715988159 ... 0.0 0.0
 0.0]"
victorious,21,"[0.49254512786865234 0.5787543058395386 -0.7928743362426758 ... 0.0 0.0
 0.0]"
victorious,21,[0.4920186996459961 0.5786466598510742 -0.7901884913444519 ... 0.0 0.0 0.0]
victorious,21,"[0.49200597405433655 0.5784921050071716 -0.7912676334381104 ... 0.0 0.0
 0.0]"
victorious,21,[0.4919982850551605 0.5777633190155029 -0.8278965950012207 ... 0.0 0.0 0.0]
victorious,21,[0.4919522702693939 0.5776159763336182 -0.9129428863525391 ... 0.0 0.0 0.0]
victorious,21,[0.4920766353607178 0.5770235657691956 -0.967840850353241 ... 0.0 0.0 0.0]
victorious,21,[0.49207043647766113 0.577012836933136 -0.9467141032218933 ... 0.0 0.0 0.0]
victorious,21,[0.4924843907356262 0.5748273134231567 -0.9495223760604858 ... 0.0 0.0 0.0]
victorious,21,[0.49248260259628296 0.574694037437439 -0.9409384727478027 ... 0.0 0.0 0.0]
victorious,21,[0.4924876093864441 0.5738703608512878 -0.9302992820739746 ... 0.0 0.0 0.0]
victorious,21,[0.4932941496372223 0.580903947353363 -0.7774018049240112 ... 0.0 0.0 0.0]
victorious,21,[0.4924183785915375 0.5741475820541382 -0.9208701252937317 ... 0.0 0.0 0.0]
victorious,21,"[0.49282413721084595 0.5741237998008728 -0.9645982980728149 ... 0.0 0.0
 0.0]"
victorious,21,[0.4932754635810852 0.5741233229637146 -0.9925274848937988 ... 0.0 0.0 0.0]
victorious,21,[0.4944823384284973 0.5740185379981995 -0.9768253564834595 ... 0.0 0.0 0.0]
victorious,21,[0.4945724904537201 0.5749275088310242 -0.963591456413269 ... 0.0 0.0 0.0]
victorious,21,"[0.49518004059791565 0.5753955245018005 -0.9192811846733093 ... 0.0 0.0
 0.0]"
victorious,21,[0.49615854024887085 0.57538902759552 -0.8009260892868042 ... 0.0 0.0 0.0]
victorious,21,"[0.49796634912490845 0.5761041641235352 -0.8690813779830933 ... 0.0 0.0
 0.0]"
victorious,21,"[0.49832192063331604 0.5772706866264343 -0.7885351777076721 ... 0.0 0.0
 0.0]"
victorious,21,"[0.49951061606407166 0.5770826935768127 -0.7817109823226929 ... 0.0 0.0
 0.0]"
victorious,21,"[0.49352821707725525 0.5809181332588196 -0.7382898330688477 ... 0.0 0.0
 0.0]"
victorious,21,[0.4932031035423279 0.5806286931037903 -0.7870504856109619 ... 0.0 0.0 0.0]
victorious,21,"[0.49312248826026917 0.5807803869247437 -0.7907701730728149 ... 0.0 0.0
 0.0]"
victorious,21,"[0.49263811111450195 0.5795480608940125 -0.7933298349380493 ... 0.0 0.0
 0.0]"
victorious,21,[0.49262237548828125 0.579559326171875 -0.7797961235046387 ... 0.0 0.0 0.0]
victorious,21,[0.4926307201385498 0.5789064764976501 -0.8257320523262024 ... 0.0 0.0 0.0]
victorious,21,[0.4925619661808014 0.5787683725357056 -0.8236659169197083 ... 0.0 0.0 0.0]
victorious,22,[0.4999474883079529 0.5773518085479736 -0.8007270693778992 ... 0.0 0.0 0.0]
victorious,22,"[0.49988096952438354 0.5786559581756592 -0.8438555002212524 ... 0.0 0.0
 0.0]"
victorious,22,[0.5005436539649963 0.5795948505401611 -0.8633915185928345 ... 0.0 0.0 0.0]
victorious,22,[0.5005268454551697 0.5790843367576599 -0.962837815284729 ... 0.0 0.0 0.0]
victorious,22,[0.5004424452781677 0.5788252949714661 -0.8881866335868835 ... 0.0 0.0 0.0]
victorious,22,[0.5004101991653442 0.5786046981811523 -0.8425756692886353 ... 0.0 0.0 0.0]
victorious,22,[0.5003340244293213 0.5786683559417725 -0.8535798788070679 ... 0.0 0.0 0.0]
victorious,22,[0.5003334283828735 0.5781329870223999 -0.900354266166687 ... 0.0 0.0 0.0]
victorious,22,[0.5004169344902039 0.577815592288971 -0.8789545893669128 ... 0.0 0.0 0.0]
victorious,22,[0.5004198551177979 0.5775766968727112 -0.8195933103561401 ... 0.0 0.0 0.0]
victorious,22,[0.500505805015564 0.5773950219154358 -0.8287871479988098 ... 0.0 0.0 0.0]
victorious,22,[0.5003690123558044 0.576383650302887 -0.8590508699417114 ... 0.0 0.0 0.0]
victorious,22,[0.4998810291290283 0.5793812274932861 -0.8813725709915161 ... 0.0 0.0 0.0]
victorious,22,[0.5003474950790405 0.5757355093955994 -0.9679461717605591 ... 0.0 0.0 0.0]
victorious,22,[0.5002906918525696 0.5751017928123474 -0.847244381904602 ... 0.0 0.0 0.0]
victorious,22,[0.5007658004760742 0.5745907425880432 -0.9114382863044739 ... 0.0 0.0 0.0]
victorious,22,[0.5007805228233337 0.5746473670005798 -0.9095735549926758 ... 0.0 0.0 0.0]
victorious,22,[0.5005722045898438 0.5745298266410828 -0.8984891772270203 ... 0.0 0.0 0.0]
victorious,22,[0.5006482005119324 0.5745179653167725 -0.793117105960846 ... 0.0 0.0 0.0]
victorious,22,[0.5005537271499634 0.5744717717170715 -0.8207542300224304 ... 0.0 0.0 0.0]
victorious,22,[0.500550389289856 0.5742815732955933 -0.8270571827888489 ... 0.0 0.0 0.0]
victorious,22,[0.5005521178245544 0.5746012330055237 -0.7999952435493469 ... 0.0 0.0 0.0]
victorious,22,[0.5005323886871338 0.5742180347442627 -0.9201148748397827 ... 0.0 0.0 0.0]
victorious,22,[0.5000192523002625 0.579806923866272 -0.9026443362236023 ... 0.0 0.0 0.0]
victorious,22,[0.5003537535667419 0.57980877161026 -0.8549078106880188 ... 0.0 0.0 0.0]
victorious,22,[0.5006738901138306 0.5807616114616394 -0.8938611745834351 ... 0.0 0.0 0.0]
victorious,22,[0.5008405447006226 0.5807574987411499 -0.9504920244216919 ... 0.0 0.0 0.0]
victorious,22,[0.50087571144104 0.5807493925094604 -0.9610801935195923 ... 0.0 0.0 0.0]
